sat_id,toc_time,toe,af0,af1,af2,sqrtA,e,i0,Omega0,omega,M0,delta_n,health
C19,2026-04-01 14:00:00,309600.0,-0.0009548719390295,3.788969138441e-12,0.0,43.98046875,0.001102311362047,0.9880397032024,-2.108605556045,-0.6629356188666,-2.872325126294,3.56550566048e-09,0.0
C19,2026-04-01 14:00:00,309600.0,-0.0009548719390295,3.788969138441e-12,0.0,43.98046875,0.001102311362047,0.9880397032024,-2.108605556045,-0.6629356188666,-2.872325126294,3.56550566048e-09,0.0
C19,2026-04-01 15:00:00,313200.0,-0.0009548584930599,3.771205570047e-12,0.0,47.404296875,0.001101277302951,0.9880419590221,-2.108630166716,-0.6622771565133,-2.38542033696,3.508360423008e-09,0.0
C19,2026-04-01 16:00:00,316800.0,-0.0009548450470902,3.76143560743e-12,0.0,28.25,0.001102025911678,0.9880442287395,-2.108654409463,-0.6622777416805,-1.897853054935,3.503360214729e-09,0.0
C19,2026-04-01 17:00:00,320400.0,-0.0009548323578201,3.695710404372e-12,0.0,12.478515625,0.001103892282117,0.9880462190395,-2.108678355238,-0.6616014097829,-1.410960046481,3.519432312768e-09,0.0
C19,2026-04-01 17:00:00,320400.0,-0.0009548323578201,3.695710404372e-12,0.0,12.478515625,0.001103892282117,0.9880462190395,-2.108678355238,-0.6616014097829,-1.410960046481,3.519432312768e-09,0.0
C19,2026-04-01 18:00:00,324000.0,-0.0009548185626045,3.735678433259e-12,0.0,25.484375,0.001104201423004,0.9880478275179,-2.108702272485,-0.6613785130012,-0.9236163385678,3.505681740002e-09,0.0
C19,2026-04-01 18:00:00,324000.0,-0.0009548185626045,3.735678433259e-12,0.0,25.484375,0.001104201423004,0.9880478275179,-2.108702272485,-0.6613785130012,-0.9236163385678,3.505681740002e-09,0.0
C19,2026-04-01 19:00:00,327600.0,-0.0009548048838042,3.756106536912e-12,0.0,49.947265625,0.001103915390559,0.9880491924205,-2.108726434772,-0.6627076077233,-0.4347243535,3.484073697083e-09,0.0
C19,2026-04-01 19:00:00,327600.0,-0.0009548048838042,3.756106536912e-12,0.0,49.947265625,0.001103915390559,0.9880491924205,-2.108726434772,-0.6627076077233,-0.4347243535,3.484073697083e-09,0.0
C19,2026-04-01 20:00:00,331200.0,-0.0009547910885885,3.780087354244e-12,0.0,58.431640625,0.001104298396967,0.9880505646377,-2.108750739693,-0.6640830784115,0.05421346040252,3.492109746102e-09,0.0
